Year,Sport,Country,Medal Rank,Medal
1972,Alpine Skiing,Switzerland,1,gold
1972,Alpine Skiing,Switzerland,2,silver
1972,Alpine Skiing,Austria,3,bronze
1972,Alpine Skiing,Italy,1,gold
1972,Alpine Skiing,Switzerland,2,silver
1972,Alpine Skiing,Switzerland,3,bronze
1972,Alpine Skiing,Spain,1,gold
1972,Alpine Skiing,Italy,2,silver
1972,Alpine Skiing,Italy,3,bronze
1972,Alpine Skiing,Switzerland,1,gold
1972,Alpine Skiing,Austria,2,silver
1972,Alpine Skiing,United States,3,bronze
1972,Alpine Skiing,Switzerland,1,gold
1972,Alpine Skiing,Austria,2,silver
1972,Alpine Skiing,Austria,3,bronze
1972,Alpine Skiing,United States,1,gold
1972,Alpine Skiing,France,2,silver
1972,Alpine Skiing,France,3,bronze
1972,Biathlon,Norway,1,gold
1972,Biathlon,East Germany,2,silver
1972,Biathlon,Sweden,3,bronze
1972,Biathlon,Soviet Union,1,gold
1972,Biathlon,Finland,2,silver
1972,Biathlon,East Germany,3,bronze
1972,Bobsled,West Germany,1,gold
1972,Bobsled,West Germany,2,silver
1972,Bobsled,Switzerland,3,bronze
1972,Bobsled,Switzerland,1,gold
1972,Bobsled,Italy,2,silver
1972,Bobsled,West Germany,3,bronze
1972,Cross-Country Skiing,Sweden,1,gold
1972,Cross-Country Skiing,Soviet Union,2,silver
1972,Cross-Country Skiing,Norway,3,bronze
1972,Cross-Country Skiing,Soviet Union,1,gold
1972,Cross-Country Skiing,Norway,2,silver
1972,Cross-Country Skiing,Norway,3,bronze
1972,Cross-Country Skiing,Norway,1,gold
1972,Cross-Country Skiing,Norway,2,silver
1972,Cross-Country Skiing,Soviet Union,3,bronze
1972,Cross-Country Skiing,Soviet Union,1,gold
1972,Cross-Country Skiing,Norway,2,silver
1972,Cross-Country Skiing,Switzerland,3,bronze
1972,Cross-Country Skiing,Soviet Union,1,gold
1972,Cross-Country Skiing,Finland,2,silver
1972,Cross-Country Skiing,Czechoslovakia,3,bronze
1972,Cross-Country Skiing,Soviet Union,1,gold
1972,Cross-Country Skiing,Soviet Union,2,silver
1972,Cross-Country Skiing,Finland,3,bronze
1972,Cross-Country Skiing,Soviet Union,1,gold
1972,Cross-Country Skiing,Finland,2,silver
1972,Cross-Country Skiing,Norway,3,bronze
1972,Figure Skating,Czechoslovakia,1,gold
1972,Figure Skating,Soviet Union,2,silver
1972,Figure Skating,France,3,bronze
1972,Figure Skating,Soviet Union,1,gold
1972,Figure Skating,Soviet Union,2,silver
1972,Figure Skating,East Germany,3,bronze
1972,Figure Skating,Austria,1,gold
1972,Figure Skating,Canada,2,silver
1972,Figure Skating,United States,3,bronze
1972,Ice Hockey,Soviet Union,1,gold
1972,Ice Hockey,United States,2,silver
1972,Ice Hockey,Czechoslovakia,3,bronze
1972,Luge,East Germany,1,gold
1972,Luge,East Germany,2,silver
1972,Luge,East Germany,3,bronze
1972,Luge,Italy,1,gold
1972,Luge,East Germany,1,gold
1972,Luge,East Germany,3,bronze
1972,Luge,East Germany,1,gold
1972,Luge,East Germany,2,silver
1972,Luge,East Germany,3,bronze
1972,Nordic Combined,East Germany,1,gold
1972,Nordic Combined,Finland,2,silver
1972,Nordic Combined,East Germany,3,bronze
1972,Ski Jumping,Japan,1,gold
1972,Ski Jumping,Japan,2,silver
1972,Ski Jumping,Japan,3,bronze
1972,Ski Jumping,Poland,1,gold
1972,Ski Jumping,Switzerland,2,silver
1972,Ski Jumping,East Germany,3,bronze
1972,Speedskating,West Germany,1,gold
1972,Speedskating,Sweden,2,silver
1972,Speedskating,Soviet Union,3,bronze
1972,Speedskating,Netherlands,1,gold
1972,Speedskating,Norway,2,silver
1972,Speedskating,Sweden,3,bronze
1972,Speedskating,Netherlands,1,gold
1972,Speedskating,Norway,2,silver
1972,Speedskating,Norway,3,bronze
1972,Speedskating,Netherlands,1,gold
1972,Speedskating,Netherlands,2,silver
1972,Speedskating,Norway,3,bronze
1972,Speedskating,United States,1,gold
1972,Speedskating,Soviet Union,2,silver
1972,Speedskating,Soviet Union,3,bronze
1972,Speedskating,West Germany,1,gold
1972,Speedskating,Netherlands,2,silver
1972,Speedskating,United States,3,bronze
1972,Speedskating,United States,1,gold
1972,Speedskating,Netherlands,2,silver
1972,Speedskating,Netherlands,3,bronze
1972,Speedskating,Netherlands,1,gold
1972,Speedskating,United States,2,silver
1972,Speedskating,Netherlands,3,bronze
1976,Alpine Skiing,Austria,1,gold
1976,Alpine Skiing,Switzerland,2,silver
1976,Alpine Skiing,Italy,3,bronze
1976,Alpine Skiing,Switzerland,1,gold
1976,Alpine Skiing,Switzerland,2,silver
1976,Alpine Skiing,Sweden,3,bronze
1976,Alpine Skiing,Italy,1,gold
1976,Alpine Skiing,Italy,2,silver
1976,Alpine Skiing,Liechtenstein,3,bronze
1976,Alpine Skiing,West Germany,1,gold
1976,Alpine Skiing,Austria,2,silver
1976,Alpine Skiing,United States,3,bronze
1976,Alpine Skiing,Canada,1,gold
1976,Alpine Skiing,West Germany,2,silver
1976,Alpine Skiing,France,3,bronze
1976,Alpine Skiing,West Germany,1,gold
1976,Alpine Skiing,Italy,2,silver
1976,Alpine Skiing,Liechtenstein,3,bronze
1976,Biathlon,Soviet Union,1,gold
1976,Biathlon,Finland,2,silver
1976,Biathlon,Soviet Union,3,bronze
1976,Biathlon,Soviet Union,1,gold
1976,Biathlon,Finland,2,silver
1976,Biathlon,East Germany,3,bronze
1976,Bobsled,East Germany,1,gold
1976,Bobsled,West Germany,2,silver
1976,Bobsled,Switzerland,3,bronze
1976,Bobsled,East Germany,1,gold
1976,Bobsled,Switzerland,2,silver
1976,Bobsled,West Germany,3,bronze
1976,Cross-Country Skiing,Soviet Union,1,gold
1976,Cross-Country Skiing,Soviet Union,2,silver
1976,Cross-Country Skiing,Finland,3,bronze
1976,Cross-Country Skiing,Soviet Union,1,gold
1976,Cross-Country Skiing,United States,2,silver
1976,Cross-Country Skiing,Soviet Union,3,bronze
1976,Cross-Country Skiing,Norway,1,gold
1976,Cross-Country Skiing,East Germany,2,silver
1976,Cross-Country Skiing,Sweden,3,bronze
1976,Cross-Country Skiing,Finland,1,gold
1976,Cross-Country Skiing,Norway,2,silver
1976,Cross-Country Skiing,Soviet Union,3,bronze
1976,Cross-Country Skiing,Finland,1,gold
1976,Cross-Country Skiing,Soviet Union,2,silver
1976,Cross-Country Skiing,Soviet Union,3,bronze
1976,Cross-Country Skiing,Soviet Union,1,gold
1976,Cross-Country Skiing,Finland,2,silver
1976,Cross-Country Skiing,Soviet Union,3,bronze
1976,Cross-Country Skiing,Soviet Union,1,gold
1976,Cross-Country Skiing,Finland,2,silver
1976,Cross-Country Skiing,East Germany,3,bronze
1976,Figure Skating,Britain,1,gold
1976,Figure Skating,Soviet Union,2,silver
1976,Figure Skating,Canada,3,bronze
1976,Figure Skating,Soviet Union,1,gold
1976,Figure Skating,East Germany,2,silver
1976,Figure Skating,East Germany,3,bronze
1976,Figure Skating,Soviet Union,1,gold
1976,Figure Skating,Soviet Union,2,silver
1976,Figure Skating,United States,3,bronze
1976,Figure Skating,United States,1,gold
1976,Figure Skating,Netherlands,2,silver
1976,Figure Skating,East Germany,3,bronze
1976,Ice Hockey,Soviet Union,1,gold
1976,Ice Hockey,Czechoslovakia,2,silver
1976,Ice Hockey,West Germany,3,bronze
1976,Luge,East Germany,1,gold
1976,Luge,West Germany,2,silver
1976,Luge,East Germany,3,bronze
1976,Luge,East Germany,1,gold
1976,Luge,West Germany,2,silver
1976,Luge,Austria,3,bronze
1976,Luge,East Germany,1,gold
1976,Luge,East Germany,2,silver
1976,Luge,West Germany,3,bronze
1976,Nordic Combined,East Germany,1,gold
1976,Nordic Combined,West Germany,2,silver
1976,Nordic Combined,East Germany,3,bronze
1976,Ski Jumping,East Germany,1,gold
1976,Ski Jumping,East Germany,2,silver
1976,Ski Jumping,Austria,3,bronze
1976,Ski Jumping,Austria,1,gold
1976,Ski Jumping,Austria,2,silver
1976,Ski Jumping,East Germany,3,bronze
1976,Speedskating,Soviet Union,1,gold
1976,Speedskating,Soviet Union,2,silver
1976,Speedskating,United States,3,bronze
1976,Speedskating,United States,1,gold
1976,Speedskating,Norway,2,silver
1976,Speedskating,Soviet Union,3,bronze
1976,Speedskating,Norway,1,gold
1976,Speedskating,Soviet Union,2,silver
1976,Speedskating,Netherlands,3,bronze
1976,Speedskating,Norway,1,gold
1976,Speedskating,Netherlands,2,silver
1976,Speedskating,Netherlands,3,bronze
1976,Speedskating,Netherlands,1,gold
1976,Speedskating,Norway,2,silver
1976,Speedskating,Netherlands,3,bronze
1976,Speedskating,United States,1,gold
1976,Speedskating,Canada,2,silver
1976,Speedskating,Soviet Union,3,bronze
1976,Speedskating,Soviet Union,1,gold
1976,Speedskating,United States,2,silver
1976,Speedskating,United States,3,bronze
1976,Speedskating,Soviet Union,1,gold
1976,Speedskating,United States,2,silver
1976,Speedskating,Soviet Union,3,bronze
1976,Speedskating,Soviet Union,1,gold
1976,Speedskating,East Germany,2,silver
1976,Speedskating,Norway,3,bronze
1980,Alpine Skiing,Austria,1,gold
1980,Alpine Skiing,Austria,2,silver
1980,Alpine Skiing,Canada,3,bronze
1980,Alpine Skiing,Sweden,1,gold
1980,Alpine Skiing,Liechtenstein,2,silver
1980,Alpine Skiing,Austria,3,bronze
1980,Alpine Skiing,Sweden,1,gold
1980,Alpine Skiing,United States,2,silver
1980,Alpine Skiing,Switzerland,3,bronze
1980,Alpine Skiing,Austria,1,gold
1980,Alpine Skiing,Liechtenstein,2,silver
1980,Alpine Skiing,Switzerland,3,bronze
1980,Alpine Skiing,Liechtenstein,1,gold
1980,Alpine Skiing,West Germany,2,silver
1980,Alpine Skiing,France,3,bronze
1980,Alpine Skiing,Liechtenstein,1,gold
1980,Alpine Skiing,West Germany,2,silver
1980,Alpine Skiing,Switzerland,3,bronze
1980,Biathlon,East Germany,1,gold
1980,Biathlon,Soviet Union,2,silver
1980,Biathlon,Soviet Union,3,bronze
1980,Biathlon,Soviet Union,1,gold
1980,Biathlon,East Germany,2,silver
1980,Biathlon,East Germany,3,bronze
1980,Biathlon,Soviet Union,1,gold
1980,Biathlon,East Germany,2,silver
1980,Biathlon,West Germany,3,bronze
1980,Bobsled,Switzerland,1,gold
1980,Bobsled,East Germany,2,silver
1980,Bobsled,East Germany,3,bronze
1980,Bobsled,East Germany,1,gold
1980,Bobsled,Switzerland,2,silver
1980,Bobsled,East Germany,3,bronze
1980,Cross-Country Skiing,Sweden,1,gold
1980,Cross-Country Skiing,Finland,2,silver
1980,Cross-Country Skiing,Norway,3,bronze
1980,Cross-Country Skiing,Soviet Union,1,gold
1980,Cross-Country Skiing,Soviet Union,2,silver
1980,Cross-Country Skiing,Bulgaria,3,bronze
1980,Cross-Country Skiing,Soviet Union,1,gold
1980,Cross-Country Skiing,Finland,2,silver
1980,Cross-Country Skiing,Soviet Union,3,bronze
1980,Cross-Country Skiing,Soviet Union,1,gold
1980,Cross-Country Skiing,Norway,2,silver
1980,Cross-Country Skiing,Finland,3,bronze
1980,Cross-Country Skiing,Soviet Union,1,gold
1980,Cross-Country Skiing,Finland,2,silver
1980,Cross-Country Skiing,Czechoslovakia,3,bronze
1980,Cross-Country Skiing,East Germany,1,gold
1980,Cross-Country Skiing,Finland,2,silver
1980,Cross-Country Skiing,Finland,3,bronze
1980,Cross-Country Skiing,East Germany,1,gold
1980,Cross-Country Skiing,Soviet Union,2,silver
1980,Cross-Country Skiing,Norway,3,bronze
1980,Figure Skating,Britain,1,gold
1980,Figure Skating,East Germany,2,silver
1980,Figure Skating,United States,3,bronze
1980,Figure Skating,Soviet Union,1,gold
1980,Figure Skating,Soviet Union,2,silver
1980,Figure Skating,East Germany,3,bronze
1980,Figure Skating,Soviet Union,1,gold
1980,Figure Skating,Hungary,2,silver
1980,Figure Skating,Soviet Union,3,bronze
1980,Figure Skating,East Germany,1,gold
1980,Figure Skating,United States,2,silver
1980,Figure Skating,West Germany,3,bronze
1980,Ice Hockey,United States,1,gold
1980,Ice Hockey,Soviet Union,2,silver
1980,Ice Hockey,Sweden,3,bronze
1980,Luge,East Germany,1,gold
1980,Luge,Italy,2,silver
1980,Luge,West Germany,3,bronze
1980,Luge,East Germany,1,gold
1980,Luge,Italy,2,silver
1980,Luge,Austria,3,bronze
1980,Luge,Soviet Union,1,gold
1980,Luge,East Germany,2,silver
1980,Luge,Soviet Union,3,bronze
1980,Nordic Combined,East Germany,1,gold
1980,Nordic Combined,Finland,2,silver
1980,Nordic Combined,East Germany,3,bronze
1980,Ski Jumping,Austria,1,gold
1980,Ski Jumping,East Germany,2,silver
1980,Ski Jumping,Japan,2,silver
1980,Ski Jumping,Finland,1,gold
1980,Ski Jumping,Austria,2,silver
1980,Ski Jumping,Finland,3,bronze
1980,Speedskating,United States,1,gold
1980,Speedskating,Soviet Union,2,silver
1980,Speedskating,Netherlands,3,bronze
1980,Speedskating,United States,1,gold
1980,Speedskating,Canada,2,silver
1980,Speedskating,Soviet Union,3,bronze
1980,Speedskating,Norway,3,bronze
1980,Speedskating,United States,1,gold
1980,Speedskating,Norway,2,silver
1980,Speedskating,Norway,3,bronze
1980,Speedskating,United States,1,gold
1980,Speedskating,Norway,2,silver
1980,Speedskating,Norway,3,bronze
1980,Speedskating,United States,1,gold
1980,Speedskating,Netherlands,2,silver
1980,Speedskating,Norway,3,bronze
1980,Speedskating,East Germany,1,gold
1980,Speedskating,United States,2,silver
1980,Speedskating,Soviet Union,3,bronze
1980,Speedskating,Soviet Union,1,gold
1980,Speedskating,United States,2,silver
1980,Speedskating,East Germany,3,bronze
1980,Speedskating,Netherlands,1,gold
1980,Speedskating,Netherlands,2,silver
1980,Speedskating,East Germany,3,bronze
1980,Speedskating,Norway,1,gold
1980,Speedskating,East Germany,2,silver
1980,Speedskating,United States,3,bronze
1984,Alpine Skiing,United States,1,gold
1984,Alpine Skiing,Switzerland,2,silver
1984,Alpine Skiing,Austria,3,bronze
1984,Alpine Skiing,Switzerland,1,gold
1984,Alpine Skiing,Yugoslavia,2,silver
1984,Alpine Skiing,Liechtenstein,3,bronze
1984,Alpine Skiing,United States,1,gold
1984,Alpine Skiing,United States,2,silver
1984,Alpine Skiing,France,3,bronze
1984,Alpine Skiing,Switzerland,1,gold
1984,Alpine Skiing,Switzerland,2,silver
1984,Alpine Skiing,Czechoslovakia,3,bronze
1984,Alpine Skiing,United States,1,gold
1984,Alpine Skiing,United States,2,silver
1984,Alpine Skiing,France,3,bronze
1984,Alpine Skiing,Italy,1,gold
1984,Alpine Skiing,France,2,silver
1984,Alpine Skiing,Liechtenstein,3,bronze
1984,Biathlon,Norway,1,gold
1984,Biathlon,West Germany,2,silver
1984,Biathlon,East Germany,3,bronze
1984,Biathlon,West Germany,1,gold
1984,Biathlon,East Germany,2,silver
1984,Biathlon,Norway,3,bronze
1984,Biathlon,Soviet Union,1,gold
1984,Biathlon,Norway,2,silver
1984,Biathlon,West Germany,3,bronze
1984,Bobsled,East Germany,1,gold
1984,Bobsled,East Germany,2,silver
1984,Bobsled,Soviet Union,3,bronze
1984,Bobsled,East Germany,1,gold
1984,Bobsled,East Germany,2,silver
1984,Bobsled,Switzerland,3,bronze
1984,Cross-Country Skiing,Sweden,1,gold
1984,Cross-Country Skiing,Finland,2,silver
1984,Cross-Country Skiing,Finland,3,bronze
1984,Cross-Country Skiing,Soviet Union,1,gold
1984,Cross-Country Skiing,Soviet Union,2,silver
1984,Cross-Country Skiing,Sweden,3,bronze
1984,Cross-Country Skiing,Sweden,1,gold
1984,Cross-Country Skiing,Sweden,2,silver
1984,Cross-Country Skiing,Finland,3,bronze
1984,Cross-Country Skiing,Sweden,1,gold
1984,Cross-Country Skiing,Soviet Union,2,silver
1984,Cross-Country Skiing,Finland,3,bronze
1984,Cross-Country Skiing,Finland,1,gold
1984,Cross-Country Skiing,Norway,2,silver
1984,Cross-Country Skiing,Czechoslovakia,3,bronze
1984,Cross-Country Skiing,Finland,1,gold
1984,Cross-Country Skiing,Soviet Union,2,silver
1984,Cross-Country Skiing,Norway,3,bronze
1984,Cross-Country Skiing,Finland,1,gold
1984,Cross-Country Skiing,Soviet Union,2,silver
1984,Cross-Country Skiing,Norway,3,bronze
1984,Cross-Country Skiing,Norway,1,gold
1984,Cross-Country Skiing,Czechoslovakia,2,silver
1984,Cross-Country Skiing,Finland,3,bronze
1984,Figure Skating,United States,1,gold
1984,Figure Skating,Canada,2,silver
1984,Figure Skating,Czechoslovakia,3,bronze
1984,Figure Skating,Soviet Union,1,gold
1984,Figure Skating,United States,2,silver
1984,Figure Skating,Soviet Union,3,bronze
1984,Figure Skating,Britain,1,gold
1984,Figure Skating,Soviet Union,2,silver
1984,Figure Skating,Soviet Union,3,bronze
1984,Figure Skating,East Germany,1,gold
1984,Figure Skating,United States,2,silver
1984,Figure Skating,Soviet Union,3,bronze
1984,Ice Hockey,Soviet Union,1,gold
1984,Ice Hockey,Czechoslovakia,2,silver
1984,Ice Hockey,Sweden,3,bronze
1984,Luge,Italy,1,gold
1984,Luge,Soviet Union,2,silver
1984,Luge,Soviet Union,3,bronze
1984,Luge,West Germany,1,gold
1984,Luge,Soviet Union,2,silver
1984,Luge,East Germany,3,bronze
1984,Luge,East Germany,1,gold
1984,Luge,East Germany,2,silver
1984,Luge,East Germany,3,bronze
1984,Nordic Combined,Norway,1,gold
1984,Nordic Combined,Finland,2,silver
1984,Nordic Combined,Finland,3,bronze
1984,Ski Jumping,East Germany,1,gold
1984,Ski Jumping,Finland,2,silver
1984,Ski Jumping,Finland,3,bronze
1984,Ski Jumping,Finland,1,gold
1984,Ski Jumping,East Germany,2,silver
1984,Ski Jumping,Czechoslovakia,3,bronze
1984,Speedskating,Soviet Union,1,gold
1984,Speedskating,Japan,2,silver
1984,Speedskating,Canada,3,bronze
1984,Speedskating,Canada,1,gold
1984,Speedskating,Soviet Union,2,silver
1984,Speedskating,Norway,3,bronze
1984,Speedskating,Canada,1,gold
1984,Speedskating,Soviet Union,2,silver
1984,Speedskating,Soviet Union,3,bronze
1984,Speedskating,Sweden,1,gold
1984,Speedskating,Soviet Union,2,silver
1984,Speedskating,East Germany,3,bronze
1984,Speedskating,Soviet Union,1,gold
1984,Speedskating,Sweden,2,silver
1984,Speedskating,East Germany,3,bronze
1984,Speedskating,East Germany,1,gold
1984,Speedskating,East Germany,2,silver
1984,Speedskating,Soviet Union,3,bronze
1984,Speedskating,East Germany,1,gold
1984,Speedskating,East Germany,2,silver
1984,Speedskating,Soviet Union,3,bronze
1984,Speedskating,East Germany,1,gold
1984,Speedskating,East Germany,2,silver
1984,Speedskating,Soviet Union,3,bronze
1984,Speedskating,East Germany,1,gold
1984,Speedskating,East Germany,2,silver
1984,Speedskating,East Germany,3,bronze
1988,Alpine Skiing,Switzerland,1,gold
1988,Alpine Skiing,Switzerland,2,silver
1988,Alpine Skiing,France,3,bronze
1988,Alpine Skiing,France,1,gold
1988,Alpine Skiing,Austria,2,silver
1988,Alpine Skiing,Sweden,3,bronze
1988,Alpine Skiing,Italy,1,gold
1988,Alpine Skiing,Austria,2,silver
1988,Alpine Skiing,Switzerland,3,bronze
1988,Alpine Skiing,Italy,1,gold
1988,Alpine Skiing,West Germany,2,silver
1988,Alpine Skiing,Liechtenstein,3,bronze
1988,Alpine Skiing,Austria,1,gold
1988,Alpine Skiing,Austria,2,silver
1988,Alpine Skiing,Switzerland,3,bronze
1988,Alpine Skiing,West Germany,1,gold
1988,Alpine Skiing,Switzerland,2,silver
1988,Alpine Skiing,Canada,3,bronze
1988,Alpine Skiing,Austria,1,gold
1988,Alpine Skiing,Switzerland,2,silver
1988,Alpine Skiing,Canada,3,bronze
1988,Alpine Skiing,Switzerland,1,gold
1988,Alpine Skiing,West Germany,2,silver
1988,Alpine Skiing,Switzerland,3,bronze
1988,Alpine Skiing,Switzerland,1,gold
1988,Alpine Skiing,Yugoslavia,2,silver
1988,Alpine Skiing,West Germany,3,bronze
1988,Alpine Skiing,Austria,1,gold
1988,Alpine Skiing,Switzerland,2,silver
1988,Alpine Skiing,Switzerland,3,bronze
1988,Biathlon,East Germany,1,gold
1988,Biathlon,Soviet Union,2,silver
1988,Biathlon,Soviet Union,3,bronze
1988,Biathlon,East Germany,1,gold
1988,Biathlon,Soviet Union,2,silver
1988,Biathlon,Italy,3,bronze
1988,Biathlon,Soviet Union,1,gold
1988,Biathlon,West Germany,2,silver
1988,Biathlon,Italy,3,bronze
1988,Bobsled,Soviet Union,1,gold
1988,Bobsled,East Germany,2,silver
1988,Bobsled,East Germany,3,bronze
1988,Bobsled,Switzerland,1,gold
1988,Bobsled,East Germany,2,silver
1988,Bobsled,Soviet Union,3,bronze
1988,Cross-Country Skiing,Soviet Union,1,gold
1988,Cross-Country Skiing,Norway,2,silver
1988,Cross-Country Skiing,Soviet Union,3,bronze
1988,Cross-Country Skiing,Soviet Union,1,gold
1988,Cross-Country Skiing,Soviet Union,2,silver
1988,Cross-Country Skiing,Norway,3,bronze
1988,Cross-Country Skiing,Sweden,1,gold
1988,Cross-Country Skiing,Italy,2,silver
1988,Cross-Country Skiing,Switzerland,3,bronze
1988,Cross-Country Skiing,Sweden,1,gold
1988,Cross-Country Skiing,Soviet Union,2,silver
1988,Cross-Country Skiing,Czechoslovakia,3,bronze
1988,Cross-Country Skiing,Finland,1,gold
1988,Cross-Country Skiing,Soviet Union,2,silver
1988,Cross-Country Skiing,Soviet Union,3,bronze
1988,Cross-Country Skiing,Soviet Union,1,gold
1988,Cross-Country Skiing,Soviet Union,2,silver
1988,Cross-Country Skiing,Finland,3,bronze
1988,Cross-Country Skiing,Soviet Union,1,gold
1988,Cross-Country Skiing,Soviet Union,2,silver
1988,Cross-Country Skiing,Soviet Union,3,bronze
1988,Cross-Country Skiing,Soviet Union,1,gold
1988,Cross-Country Skiing,Norway,2,silver
1988,Cross-Country Skiing,Finland,3,bronze
1988,Figure Skating,United States,1,gold
1988,Figure Skating,Canada,2,silver
1988,Figure Skating,Soviet Union,3,bronze
1988,Figure Skating,Soviet Union,1,gold
1988,Figure Skating,Soviet Union,2,silver
1988,Figure Skating,United States,3,bronze
1988,Figure Skating,Soviet Union,1,gold
1988,Figure Skating,Soviet Union,2,silver
1988,Figure Skating,Canada,3,bronze
1988,Figure Skating,East Germany,1,gold
1988,Figure Skating,Canada,2,silver
1988,Figure Skating,United States,3,bronze
1988,Ice Hockey,Soviet Union,1,gold
1988,Ice Hockey,Finland,2,silver
1988,Ice Hockey,Sweden,3,bronze
1988,Luge,East Germany,1,gold
1988,Luge,West Germany,2,silver
1988,Luge,Soviet Union,3,bronze
1988,Luge,East Germany,1,gold
1988,Luge,East Germany,2,silver
1988,Luge,West Germany,3,bronze
1988,Luge,East Germany,1,gold
1988,Luge,East Germany,2,silver
1988,Luge,East Germany,3,bronze
1988,Nordic Combined,West Germany,1,gold
1988,Nordic Combined,Switzerland,2,silver
1988,Nordic Combined,Austria,3,bronze
1988,Nordic Combined,Switzerland,1,gold
1988,Nordic Combined,Austria,2,silver
1988,Nordic Combined,Soviet Union,3,bronze
1988,Ski Jumping,Finland,1,gold
1988,Ski Jumping,Czechoslovakia,2,silver
1988,Ski Jumping,Czechoslovakia,3,bronze
1988,Ski Jumping,Finland,1,gold
1988,Ski Jumping,Norway,2,silver
1988,Ski Jumping,Yugoslavia,3,bronze
1988,Ski Jumping,Finland,1,gold
1988,Ski Jumping,Yugoslavia,2,silver
1988,Ski Jumping,Norway,3,bronze
1988,Speedskating,East Germany,1,gold
1988,Speedskating,Netherlands,2,silver
1988,Speedskating,Japan,3,bronze
1988,Speedskating,Soviet Union,1,gold
1988,Speedskating,East Germany,2,silver
1988,Speedskating,Soviet Union,3,bronze
1988,Speedskating,East Germany,1,gold
1988,Speedskating,United States,2,silver
1988,Speedskating,Austria,3,bronze
1988,Speedskating,Sweden,1,gold
1988,Speedskating,Netherlands,2,silver
1988,Speedskating,Netherlands,3,bronze
1988,Speedskating,Sweden,1,gold
1988,Speedskating,Austria,2,silver
1988,Speedskating,Netherlands,3,bronze
1988,Speedskating,United States,1,gold
1988,Speedskating,East Germany,2,silver
1988,Speedskating,East Germany,3,bronze
1988,Speedskating,East Germany,1,gold
1988,Speedskating,East Germany,2,silver
1988,Speedskating,United States,3,bronze
1988,Speedskating,Netherlands,1,gold
1988,Speedskating,East Germany,2,silver
1988,Speedskating,East Germany,3,bronze
1988,Speedskating,Netherlands,1,gold
1988,Speedskating,East Germany,2,silver
1988,Speedskating,East Germany,3,bronze
1988,Speedskating,Netherlands,1,gold
1988,Speedskating,East Germany,2,silver
1988,Speedskating,East Germany,3,bronze
1992,Alpine Skiing,Austria,1,gold
1992,Alpine Skiing,France,2,silver
1992,Alpine Skiing,Austria,3,bronze
1992,Alpine Skiing,Norway,1,gold
1992,Alpine Skiing,Luxembourg,2,silver
1992,Alpine Skiing,Norway,3,bronze
1992,Alpine Skiing,Italy,1,gold
1992,Alpine Skiing,Luxembourg,2,silver
1992,Alpine Skiing,Norway,3,bronze
1992,Alpine Skiing,Norway,1,gold
1992,Alpine Skiing,Italy,2,silver
1992,Alpine Skiing,Austria,3,bronze
1992,Alpine Skiing,Italy,1,gold
1992,Alpine Skiing,Italy,2,silver
1992,Alpine Skiing,Switzerland,3,bronze
1992,Alpine Skiing,Canada,1,gold
1992,Alpine Skiing,United States,2,silver
1992,Alpine Skiing,Austria,3,bronze
1992,Alpine Skiing,Italy,1,gold
1992,Alpine Skiing,France,2,silver
1992,Alpine Skiing,Germany,3,bronze
1992,Alpine Skiing,Sweden,1,gold
1992,Alpine Skiing,United States,2,silver
1992,Alpine Skiing,Austria,2,silver
1992,Alpine Skiing,Austria,1,gold
1992,Alpine Skiing,New Zealand,2,silver
1992,Alpine Skiing,Spain,3,bronze
1992,Alpine Skiing,Austria,1,gold
1992,Alpine Skiing,Austria,2,silver
1992,Alpine Skiing,France,3,bronze
1992,Biathlon,Germany,1,gold
1992,Biathlon,Germany,2,silver
1992,Biathlon,Finland,3,bronze
1992,Biathlon,Unified Team,1,gold
1992,Biathlon,Germany,2,silver
1992,Biathlon,Sweden,3,bronze
1992,Biathlon,Germany,1,gold
1992,Biathlon,Unified Team,2,silver
1992,Biathlon,Sweden,3,bronze
1992,Biathlon,Unified Team,1,gold
1992,Biathlon,Germany,2,silver
1992,Biathlon,Unified Team,3,bronze
1992,Biathlon,Germany,1,gold
1992,Biathlon,Unified Team,2,silver
1992,Biathlon,Canada,3,bronze
1992,Biathlon,France,1,gold
1992,Biathlon,Germany,2,silver
1992,Biathlon,Unified Team,3,bronze
1992,Bobsled,Switzerland,1,gold
1992,Bobsled,Germany,2,silver
1992,Bobsled,Germany,3,bronze
1992,Bobsled,Austria,1,gold
1992,Bobsled,Germany,2,silver
1992,Bobsled,Switzerland,3,bronze
1992,Cross-Country Skiing,Norway,1,gold
1992,Cross-Country Skiing,Italy,2,silver
1992,Cross-Country Skiing,Sweden,3,bronze
1992,Cross-Country Skiing,Norway,1,gold
1992,Cross-Country Skiing,Norway,2,silver
1992,Cross-Country Skiing,Norway,3,bronze
1992,Cross-Country Skiing,Norway,1,gold
1992,Cross-Country Skiing,Italy,2,silver
1992,Cross-Country Skiing,Italy,3,bronze
1992,Cross-Country Skiing,Norway,1,gold
1992,Cross-Country Skiing,Norway,2,silver
1992,Cross-Country Skiing,Italy,3,bronze
1992,Cross-Country Skiing,Norway,1,gold
1992,Cross-Country Skiing,Italy,2,silver
1992,Cross-Country Skiing,Finland,3,bronze
1992,Cross-Country Skiing,Finland,1,gold
1992,Cross-Country Skiing,Unified Team,2,silver
1992,Cross-Country Skiing,Unified Team,3,bronze
1992,Cross-Country Skiing,Unified Team,1,gold
